service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
214575,1,1,1,1,1,0,0,20230508,20251223
214576,1,1,1,1,1,0,0,20230508,20251223
214581,1,1,1,1,1,0,0,20230508,20251223
214582,1,1,1,1,1,0,0,20230508,20251223
214583,1,1,1,1,1,0,0,20230508,20251223
214584,1,1,1,1,1,0,0,20230508,20251223
214594,1,1,1,1,1,0,0,20230508,20251223
214595,1,1,1,1,1,0,0,20230508,20251223
214621,1,1,1,1,1,0,0,20230501,20300331
214729,1,1,1,1,1,1,1,20230601,20250316
214765,1,1,1,1,1,1,1,20230601,20260115
214766,1,1,1,1,1,1,1,20230601,20260115
214767,1,1,1,1,1,1,1,20230601,20260115
214768,1,1,1,1,1,1,1,20230601,20260115
214769,1,1,1,1,1,1,1,20230601,20260115
214899,1,1,1,1,1,0,0,20230508,20251223
214900,0,0,0,0,0,0,1,20230508,20251223
214929,1,1,1,1,1,0,0,20230701,20300630
214932,1,1,1,1,1,0,0,20230701,20300630
215125,1,1,1,1,1,0,0,20230828,20270831
215126,1,1,1,1,1,0,0,20230828,20270831
215143,1,1,1,1,1,0,0,20230601,20251223
215144,1,1,1,1,1,0,0,20230601,20251223
215145,1,1,1,1,1,0,0,20230601,20251223
215146,1,1,1,1,1,0,0,20230601,20251223
215147,1,1,1,1,1,0,0,20230601,20251223
215220,1,1,1,1,1,1,1,20230519,20260430
215916,1,1,1,1,1,0,0,20230701,20251223
215917,1,1,1,1,1,0,0,20230701,20251223
215919,1,1,1,1,1,1,1,20230520,20300331
215923,1,1,1,1,1,1,1,20230527,20300331
215928,1,1,1,1,1,1,1,20241216,20260630
215946,0,0,0,0,0,1,0,20250105,20251220
215991,0,0,0,0,0,1,1,20230529,20251223
215992,1,1,1,1,1,0,0,20230529,20251223
215993,1,1,1,1,1,1,1,20230529,20251223
216042,1,1,1,1,1,0,0,20230701,20251223
216043,1,1,1,1,1,0,0,20230701,20251223
216188,1,1,1,1,1,1,1,20230522,20251231
216189,1,1,1,1,1,1,1,20230522,20251231
216296,1,1,1,1,1,1,1,20230529,20260119
216639,1,1,1,1,1,0,0,20241028,20251223
216640,1,1,1,1,1,0,0,20241028,20251223
216648,0,0,1,0,0,0,0,20230701,20251223
216715,1,1,1,1,1,0,0,20230615,20300731
216751,1,1,1,1,1,1,1,20230701,20251223
216752,1,1,1,1,1,1,1,20230701,20251223
216848,1,1,1,1,1,0,0,20230615,20300731
216850,1,1,1,1,1,0,0,20230615,20300731
216852,1,1,1,1,1,0,0,20230615,20300731
216861,1,1,1,1,1,1,1,20230701,20251223
216867,1,1,1,1,1,0,0,20230701,20251223
216891,1,1,1,1,1,0,0,20230701,20251223
216900,1,1,1,1,0,0,0,20240916,20251223
216901,0,0,0,0,1,0,0,20240916,20251223
216998,1,1,1,1,1,0,0,20230601,20251223
217015,1,1,1,1,1,0,0,20230601,20251223
217016,1,1,1,1,1,0,0,20230601,20251223
217065,1,1,1,1,1,0,0,20230612,20251223
217129,1,1,1,1,1,1,1,20230701,20251223
217352,1,1,1,1,1,0,0,20230605,20271130
217353,1,1,1,1,1,0,0,20230605,20271130
217554,1,1,1,1,1,0,0,20230614,20241231
217675,1,1,1,1,1,0,0,20230612,20251223
217710,1,1,1,1,1,1,0,20230701,20251223
217711,0,0,0,0,0,0,1,20230701,20251223
217712,1,1,1,1,1,1,0,20230701,20251223
217972,1,1,1,1,1,1,1,20230701,20251223
218437,1,1,1,1,1,1,1,20230710,20280930
218457,1,1,1,1,1,1,1,20230710,20280930
218458,1,1,1,1,1,1,1,20230710,20280930
218459,1,1,1,1,1,0,0,20230710,20280930
218463,0,0,0,0,0,1,1,20230710,20280930
218579,1,1,1,1,1,0,0,20230615,20291231
218629,0,0,0,0,0,1,1,20230614,20291231
218684,1,1,1,1,1,0,0,20230701,20251223
218685,1,1,1,1,1,0,0,20230701,20251223
218686,1,0,1,0,1,0,1,20230701,20251223
218692,0,1,0,1,0,1,0,20230701,20251223
218693,0,1,0,1,0,1,0,20230701,20251223
218696,1,1,1,1,1,0,0,20230701,20251223
218700,1,1,1,1,1,1,0,20230701,20251223
218704,0,0,0,0,0,1,0,20230701,20251223
218706,1,1,1,1,1,0,0,20230701,20251223
218707,0,0,0,0,0,1,1,20230701,20251223
219059,1,1,1,1,1,1,0,20230701,20251223
219064,1,1,1,1,1,0,0,20230701,20251223
219066,0,0,0,0,0,1,0,20230701,20251223
219296,1,1,1,1,1,0,0,20230701,20251223
219297,1,1,1,1,1,0,0,20230701,20251223
219301,1,1,1,1,1,1,1,20230701,20251223
219311,1,1,1,1,1,0,0,20230701,20251223
219314,0,0,0,0,0,1,1,20230701,20251223
219315,1,1,1,1,1,0,0,20230701,20251223
219316,1,1,1,1,1,0,0,20230701,20251223
219317,1,1,1,1,1,0,0,20230701,20251223
219325,0,0,0,0,0,1,1,20230701,20251223
219330,1,1,1,1,1,1,1,20230701,20251223
219332,1,1,1,1,1,1,1,20230701,20251223
219521,1,1,1,1,1,0,0,20230703,20270831
219566,1,1,1,1,1,0,0,20230710,20280930
219591,1,1,1,1,1,0,0,20230701,20300331
219592,1,1,1,1,1,0,0,20230701,20300331
219619,1,1,1,1,1,0,0,20230701,20241231
219620,0,0,0,0,1,0,0,20230701,20241231
219621,0,0,0,0,0,0,1,20230701,20241231
219622,1,1,1,1,1,1,1,20230901,20250913
219623,1,1,1,1,1,1,1,20230901,20250913
219624,1,1,1,1,1,1,1,20230701,20241231
219626,1,1,1,1,1,0,0,20230701,20241231
219629,1,1,1,1,1,0,0,20230701,20241231
219634,1,1,1,1,1,0,0,20230701,20241231
219727,1,1,1,1,1,0,0,20231025,20241231
219728,1,1,1,1,1,1,0,20231025,20241231
219747,1,1,1,1,1,0,0,20231025,20241231
219752,1,1,1,1,1,1,1,20231025,20280930
219758,0,0,0,0,0,1,0,20230801,20270612
219760,1,1,1,1,1,1,1,20230801,20270612
219772,0,0,0,0,0,0,1,20230901,20280930
219773,0,0,0,0,0,1,0,20230708,20241231
219774,0,0,0,0,0,1,0,20230708,20241231
220101,1,1,1,1,1,0,0,20230901,20280930
220278,1,0,1,0,1,0,0,20230717,20300331
220285,1,1,1,1,1,0,0,20230901,20280930
220425,1,1,1,1,1,0,0,20230901,20280930
220427,1,1,1,1,1,1,1,20230901,20280930
220428,1,1,1,1,1,0,0,20230901,20280930
220458,1,1,1,1,1,1,1,20230801,20260630
221246,0,0,0,0,0,0,1,20230801,20251223
221247,0,0,0,0,0,1,0,20230801,20251223
221291,1,1,1,1,1,0,0,20230901,20280930
221304,1,1,1,1,1,0,0,20230901,20280930
221305,1,1,1,1,1,0,0,20230901,20280930
221306,1,1,1,1,1,1,1,20230901,20280930
221307,0,0,0,0,0,1,1,20230801,20300331
221308,1,1,1,1,1,0,0,20230801,20300331
221310,1,1,1,1,1,1,1,20230801,20300331
221318,1,1,1,1,1,0,0,20230901,20280930
221322,1,1,1,1,1,0,0,20230901,20280930
221365,0,0,0,0,0,1,1,20230807,20241231
221810,0,0,0,0,0,1,0,20230812,20241231
221814,0,0,0,0,0,1,0,20230812,20241231
221884,1,1,1,1,1,0,0,20231101,20300331
222091,1,1,1,1,1,0,0,20230901,20280930
222288,1,1,1,1,1,0,0,20230901,20251223
222542,1,1,1,1,1,0,0,20230901,20250621
222655,1,1,1,1,1,0,0,20240901,20251223
222656,1,1,1,1,1,0,0,20240901,20251223
222657,1,1,1,1,1,0,0,20240901,20251223
222658,1,1,1,1,1,0,0,20240901,20251223
222659,1,1,1,1,1,0,0,20240901,20251223
222660,1,1,1,1,1,0,0,20240901,20251223
222661,1,1,1,1,1,0,0,20240901,20251223
222662,1,1,1,1,1,0,0,20240901,20251223
222663,1,1,1,1,1,0,0,20240901,20251223
222709,0,0,0,0,0,1,1,20230901,20251223
222720,1,1,1,1,1,0,0,20230901,20241231
222847,1,1,1,1,1,0,0,20230826,20300331
222862,1,1,1,1,1,1,1,20230826,20300331
222863,1,1,1,1,1,1,1,20230826,20300331
222908,1,1,1,1,1,1,1,20230901,20270831
223141,0,0,0,0,0,1,0,20230915,20251223
223142,0,0,0,0,0,0,1,20230915,20251223
223306,1,1,1,1,1,0,0,20230901,20280630
223405,1,0,0,0,0,1,0,20240901,20250601
223406,1,1,1,1,1,1,1,20230830,20280829
223730,1,1,1,1,1,0,0,20230901,20300331
223858,0,1,0,0,1,0,0,20231001,20280930
223919,1,1,1,1,1,1,1,20230901,20300630
223940,1,1,1,1,1,0,0,20230904,20270831
223950,1,1,1,1,1,0,0,20230901,20251223
223975,0,0,0,0,0,0,1,20230901,20251223
224057,1,1,1,1,1,0,0,20230901,20241231
224060,1,1,1,1,1,0,0,20230901,20241231
224071,1,1,1,1,1,0,0,20230901,20251223
224086,0,0,0,0,1,0,0,20230901,20251223
224087,1,1,1,1,1,0,0,20230901,20251223
224088,1,1,1,1,0,0,0,20230901,20251223
224100,1,1,1,1,1,0,0,20230901,20251223
224120,1,1,1,1,1,0,0,20230901,20241231
224128,1,1,1,1,1,0,0,20230901,20241231
224144,1,1,1,1,1,0,0,20230901,20241231
224145,1,1,1,1,1,0,0,20230901,20241231
224161,1,1,1,1,1,0,0,20230901,20241231
224163,1,1,1,1,1,0,0,20230901,20241231
224164,0,0,0,0,1,0,0,20230901,20241231
224165,0,0,0,0,0,0,1,20230901,20241231
224166,1,1,0,1,1,1,0,20230901,20241231
224167,1,1,1,1,1,0,0,20230901,20241231
224168,1,1,1,1,1,0,0,20230901,20241231
224191,0,0,0,0,0,1,1,20240901,20250609
224192,1,1,1,1,1,0,0,20240901,20250609
224198,1,1,1,1,1,0,0,20240902,20250609
224199,1,1,1,1,1,0,0,20240902,20250609
224253,1,1,1,1,1,0,0,20230904,20270831
224254,1,1,1,1,1,0,0,20230901,20300331
224257,1,1,1,1,1,1,1,20230904,20241231
224258,1,1,1,1,1,0,0,20230904,20241231
224259,0,0,0,0,0,1,1,20230904,20241231
224280,0,0,1,0,0,0,0,20230901,20241231
224348,1,1,1,1,1,1,1,20230901,20280831
224350,1,1,1,1,1,0,0,20230901,20280831
224351,1,1,1,1,1,1,1,20230901,20280831
224352,1,1,1,1,1,1,1,20230901,20280831
224353,1,1,1,1,1,0,0,20230901,20280831
224420,1,1,1,1,0,1,0,20240902,20250609
224421,1,1,1,1,1,0,0,20240902,20250609
224592,1,0,1,1,1,0,0,20240902,20291231
224601,1,1,1,1,1,0,0,20240902,20250609
224613,1,1,1,1,1,1,0,20240902,20250609
224622,1,1,1,1,1,0,0,20240902,20250609
224626,1,1,1,1,1,0,0,20240901,20250609
224632,1,1,1,1,1,1,1,20230901,20291231
224638,1,1,1,1,1,0,0,20240902,20250609
224646,1,1,1,1,1,0,0,20230901,20291231
224658,1,1,1,1,1,0,0,20240902,20250609
224777,1,1,1,1,1,1,1,20231101,20280930
224916,0,1,0,0,0,0,0,20240902,20250609
224917,0,1,0,0,0,0,0,20240902,20250609
224940,1,1,1,1,1,0,0,20240819,20250609
225044,1,1,1,1,1,0,0,20230918,20251223
225045,0,0,0,0,0,1,0,20230918,20251223
225046,1,1,1,1,1,0,0,20230918,20251223
225074,1,1,1,1,1,1,0,20230918,20251223
225075,0,0,0,0,0,0,1,20230918,20251223
225076,1,1,1,1,1,0,0,20230918,20251223
225077,0,0,0,0,0,1,0,20230918,20251223
225078,0,0,0,0,0,1,0,20230918,20251223
225079,0,0,0,0,0,0,1,20230918,20251223
225267,1,1,1,1,1,1,0,20240901,20250609
225269,1,1,1,1,1,0,0,20241015,20250414
225270,0,0,0,0,0,1,1,20241015,20250414
225271,1,1,1,1,1,0,0,20241015,20250414
225272,0,0,0,0,0,1,1,20241015,20250414
225275,1,1,1,1,1,1,1,20231001,20280930
225278,1,1,1,1,1,0,0,20231001,20241231
225279,1,1,1,1,1,0,0,20231001,20280930
225451,1,1,1,1,1,0,0,20231001,20241231
225453,0,0,0,0,0,1,1,20231001,20280930
225454,1,1,1,1,1,1,1,20231001,20241231
225576,1,1,1,1,1,0,0,20230918,20251223
225581,1,1,1,1,1,0,0,20230918,20251223
225602,1,1,1,1,1,0,0,20230918,20251223
226074,1,1,1,1,1,1,1,20230918,20280917
226075,1,1,1,1,1,1,0,20230918,20280917
226078,1,0,1,0,1,0,0,20230925,20251223
226079,1,0,1,0,1,0,0,20230925,20251223
226080,0,1,0,1,0,0,0,20230925,20251223
226081,0,1,0,1,0,0,0,20230925,20251223
226082,0,0,0,0,0,1,0,20230925,20251223
226464,0,0,0,0,0,1,0,20231001,20251223
226465,1,1,1,1,1,1,0,20231001,20251223
226466,1,1,1,1,1,0,0,20231001,20251223
226470,1,1,1,1,1,0,0,20231001,20251223
226474,0,0,0,0,0,1,1,20231001,20251223
226475,1,1,1,1,1,0,0,20231001,20251223
226530,1,1,1,1,1,1,1,20231001,20290930
226549,1,1,1,1,1,0,0,20231001,20241231
226556,1,1,1,1,1,1,1,20231001,20241231
226676,1,1,1,1,1,1,0,20231002,20270831
226907,1,1,1,1,1,1,1,20231001,20261231
226908,0,0,0,0,0,1,1,20231001,20261231
226909,1,1,1,1,1,0,0,20231001,20261231
226914,1,1,1,1,1,1,0,20231101,20280930
226925,1,1,1,1,1,1,1,20231101,20280930
226926,1,1,1,1,1,1,1,20231101,20280930
226931,0,0,0,0,1,0,1,20240831,20250531
226932,0,0,0,0,1,0,1,20231012,20260119
226933,1,1,1,1,1,1,0,20231012,20260630
226934,0,0,0,0,0,0,1,20231012,20260630
226940,1,1,1,1,1,1,1,20231101,20260430
226941,1,1,1,1,1,1,1,20231101,20260430
226942,0,0,0,0,1,0,1,20231101,20260119
226943,1,1,1,1,1,1,1,20231101,20260119
226944,1,1,1,1,1,1,1,20231101,20260430
226951,0,0,0,0,1,0,0,20231001,20291231
226996,1,1,1,1,1,1,1,20231101,20241231
227003,1,1,1,1,1,1,1,20231101,20241231
227072,0,0,0,0,0,0,1,20231101,20241231
227077,1,1,1,1,1,1,0,20231101,20280930
227201,1,1,1,1,1,1,1,20231122,20270930
227213,1,1,1,1,1,0,0,20240902,20251223
227214,0,0,0,0,0,1,0,20240902,20251223
227220,1,1,1,1,0,1,1,20231101,20280930
227286,1,1,1,1,1,0,0,20231101,20300630
227287,1,1,1,1,1,0,0,20231101,20300630
227375,1,1,1,1,1,1,1,20231101,20280930
227702,0,0,0,0,0,1,1,20231101,20300630
227703,1,1,1,1,1,0,0,20231101,20300630
227709,1,1,1,1,1,0,0,20241015,20250414
227861,1,1,1,1,1,0,0,20231016,20241231
227862,1,1,1,1,1,0,0,20231016,20241231
227933,1,1,1,1,1,0,0,20241028,20251223
227941,1,1,1,1,1,1,1,20231201,20280930
227945,1,1,1,1,1,1,0,20231201,20280930
227949,1,1,1,1,1,1,1,20231021,20290930
228045,1,1,1,1,1,0,0,20231201,20280930
228046,1,1,1,1,1,0,0,20231201,20280930
228047,1,1,1,1,1,0,0,20240901,20250609
228059,1,1,1,1,1,0,0,20231101,20251223
228060,1,1,1,1,1,0,0,20231101,20251223
228061,1,1,1,1,1,0,0,20231101,20251223
228067,1,1,1,1,1,0,0,20231101,20251223
228190,0,0,0,0,0,1,0,20231201,20251223
228191,0,0,0,0,0,1,0,20231201,20251223
228192,0,0,0,0,0,1,0,20231201,20251223
228193,0,0,0,0,0,1,0,20231201,20251223
228194,0,0,0,0,0,1,0,20231201,20251223
228195,0,0,0,0,0,1,0,20231201,20251223
228202,1,1,1,1,1,0,0,20231201,20280930
228216,1,1,1,1,1,0,0,20231201,20280930
228221,1,1,1,1,1,0,0,20231101,20300731
228222,0,0,0,0,0,1,1,20231101,20300731
228295,0,0,0,0,1,0,0,20241107,20250609
228350,1,1,1,1,1,0,0,20231106,20280630
228354,1,1,1,1,1,0,0,20231106,20280630
228365,1,1,1,1,1,0,0,20231106,20280630
228480,0,0,0,0,0,1,1,20231113,20300630
228481,0,0,0,0,0,1,1,20231113,20300630
228484,1,1,1,1,1,0,0,20231106,20280630
228534,1,1,1,1,1,1,1,20231101,20260210
228535,1,1,1,1,1,1,1,20231101,20260210
228537,1,1,1,1,1,1,1,20231101,20260210
228728,1,1,1,1,1,0,0,20240601,20251223
228730,1,1,1,1,1,0,0,20231106,20251223
228731,1,1,1,1,1,0,0,20231106,20251223
228732,0,0,0,0,0,1,0,20240901,20250609
228733,1,1,1,1,1,0,0,20240901,20250609
228788,1,1,1,1,1,0,0,20231106,20251223
228999,1,1,1,1,1,0,0,20231201,20280930
229000,0,0,0,0,0,1,1,20231201,20280930
229003,1,1,1,1,1,1,1,20231201,20280930
229004,1,1,1,1,1,1,0,20231201,20280930
229024,1,1,1,1,1,1,1,20231201,20241231
229025,1,1,1,1,1,1,1,20231201,20241231
229026,1,1,1,1,1,1,1,20231201,20241231
229292,1,1,1,1,1,1,1,20231116,20260430
229294,1,1,1,1,1,1,1,20231116,20260911
229313,1,1,1,1,1,0,0,20231201,20251223
229314,1,1,1,1,1,0,0,20231201,20251223
229315,1,1,1,1,1,0,0,20231201,20251223
229316,1,1,1,1,1,0,0,20231201,20251223
229317,1,1,1,1,1,0,0,20231201,20251223
229318,1,1,1,1,1,0,0,20231201,20251223
229319,1,1,1,1,1,0,0,20231201,20251223
229320,1,1,1,1,1,0,0,20231201,20251223
229321,1,1,1,1,1,0,0,20231201,20251223
229322,1,1,1,1,1,0,0,20231201,20251223
229323,1,1,1,1,1,0,0,20231201,20251223
229324,1,1,1,1,1,0,0,20231201,20251223
229325,1,1,1,1,1,0,0,20231201,20251223
229326,1,1,1,1,1,0,0,20231201,20251223
229327,0,0,0,0,0,1,0,20231201,20251223
229328,0,0,0,0,0,1,0,20231201,20251223
229329,0,0,0,0,0,1,0,20231201,20251223
229330,0,0,0,0,0,1,0,20231201,20251223
229331,0,0,0,0,0,1,0,20231201,20251223
229332,0,0,0,0,0,1,0,20231201,20251223
229333,0,0,0,0,0,1,0,20231201,20251223
229334,0,0,0,0,0,1,0,20231201,20251223
229335,0,0,0,0,0,0,1,20231201,20251223
229336,0,0,0,0,0,0,1,20231201,20251223
229337,0,0,0,0,0,0,1,20231201,20251223
229338,0,0,0,0,0,0,1,20231201,20251223
229339,0,0,0,0,0,0,1,20231201,20251223
229340,0,0,0,0,0,0,1,20231201,20251223
229381,1,1,1,1,1,0,0,20231107,20241231
229388,0,0,0,1,1,1,1,20240901,20250531
229389,1,1,1,1,1,0,0,20240401,20300930
229391,0,0,0,0,1,1,1,20240901,20250531
229399,1,1,1,1,1,1,1,20231116,20251122
229400,1,1,1,1,1,1,1,20231116,20251122
229406,1,1,1,1,1,1,1,20231116,20251122
229408,1,1,1,1,1,1,1,20231116,20251231
229411,1,1,1,1,1,1,1,20231116,20251231
229412,1,1,1,1,1,1,1,20231116,20251231
229421,1,1,1,1,1,1,1,20231116,20251231
229424,1,1,1,1,1,1,1,20231116,20251231
229429,1,1,1,1,1,1,1,20231116,20260430
229430,1,1,1,1,1,1,1,20231116,20260430
229514,1,1,1,1,1,0,0,20231201,20280930
229525,1,1,1,1,1,0,0,20240401,20300930
229535,1,1,1,1,1,1,1,20240401,20300930
229536,0,0,0,0,0,0,1,20231201,20251223
229537,0,0,0,0,0,0,1,20231201,20251223
229538,0,0,0,0,0,0,1,20231201,20251223
229539,0,0,0,0,0,1,1,20231201,20280930
229572,1,1,1,1,1,0,0,20231113,20251223
229573,1,1,1,1,1,0,0,20231113,20251223
229576,0,1,0,0,0,0,0,20240401,20300930
229581,1,1,1,1,1,0,0,20240101,20280930
229584,0,0,0,1,0,0,0,20240401,20300930
229585,0,0,0,1,0,0,0,20240401,20300930
229586,1,0,0,0,0,0,0,20240401,20300930
229587,1,1,1,1,1,0,0,20240401,20300930
229591,0,0,0,0,0,1,0,20231201,20251223
229592,0,0,0,0,0,1,0,20231201,20251223
229593,0,0,0,0,0,1,0,20231201,20251223
229603,0,0,0,0,0,0,1,20231201,20251223
229604,0,0,0,0,0,0,1,20231201,20251223
229605,0,0,0,0,0,0,1,20231201,20251223
229606,0,0,0,0,0,0,1,20231201,20251223
229607,0,0,0,0,0,0,1,20231201,20251223
229608,0,0,0,0,0,0,1,20231201,20251223
229609,1,1,1,1,1,0,0,20231201,20251223
229610,1,1,1,1,1,0,0,20231201,20251223
229611,0,0,0,0,0,1,0,20231201,20251223
229612,0,0,0,0,0,0,1,20231201,20251223
229681,1,1,1,1,1,0,0,20240401,20300930
229682,1,1,1,1,1,0,1,20240401,20300930
229686,1,1,1,1,1,0,0,20231201,20251223
229687,1,1,1,1,1,0,0,20231201,20251223
229793,1,1,1,1,1,1,1,20231201,20241231
229830,0,0,0,0,0,1,1,20240902,20251223
229840,1,1,1,1,1,0,0,20240401,20300930
229842,1,1,1,1,1,0,0,20240401,20300930
229850,1,1,1,1,1,1,0,20240401,20300930
229851,1,1,1,1,1,0,0,20240401,20300930
229853,1,1,1,1,0,0,0,20240401,20300930
229856,1,1,1,1,0,0,0,20240401,20300930
229863,1,1,1,1,1,0,0,20240401,20300930
229889,0,0,0,0,0,1,1,20240401,20300930
229895,0,1,1,0,0,0,0,20240401,20300930
229918,1,1,1,1,1,1,0,20240401,20300930
229921,1,1,1,1,1,0,0,20240401,20300930
229923,0,0,0,0,0,1,0,20240401,20300930
229924,0,1,0,0,0,0,0,20240401,20300930
229931,0,0,1,1,0,0,0,20240401,20300930
229952,0,0,0,0,0,1,0,20240401,20300930
229953,1,1,1,1,1,0,0,20231211,20251223
229954,0,1,0,0,0,1,0,20231211,20251223
229955,0,1,0,0,0,0,0,20240401,20300930
229956,0,0,1,1,0,0,0,20240401,20300930
229958,0,0,0,0,0,1,0,20240401,20300930
229960,0,0,1,0,0,0,0,20240401,20300930
229961,1,1,0,1,0,1,0,20240401,20300930
229962,0,0,1,0,1,0,1,20240401,20300930
229966,1,1,1,1,1,0,0,20240401,20300930
229968,1,1,1,1,1,0,0,20240401,20300930
229974,0,0,0,1,0,0,0,20240401,20300930
229975,0,0,0,1,0,0,0,20240401,20300930
229976,0,0,0,0,0,1,0,20231201,20300331
229999,1,1,1,1,1,0,0,20240401,20300930
230035,1,1,1,1,1,1,1,20240401,20300930
230042,1,1,1,1,1,0,0,20240401,20300930
230043,1,1,1,1,1,0,0,20240401,20300930
230045,1,1,1,1,1,0,0,20240401,20241231
230047,0,0,0,0,0,1,1,20240401,20241231
230048,1,0,1,0,1,0,0,20240401,20300930
230049,1,0,1,0,1,0,0,20240401,20241231
230050,1,1,1,1,1,1,1,20240401,20300930
230051,1,1,1,1,1,1,0,20240401,20300930
230052,1,1,1,1,1,1,1,20240401,20300930
230053,0,0,0,0,0,0,1,20240401,20300930
230054,1,1,1,0,1,1,1,20240401,20300930
230055,1,1,1,0,1,1,1,20240401,20300930
230062,1,1,1,1,1,1,0,20240401,20300930
230066,1,1,1,1,1,1,1,20240401,20300930
230073,0,1,1,0,0,0,0,20240401,20300930
230074,1,1,1,1,1,0,0,20240401,20300930
230081,1,1,1,1,1,0,0,20240401,20300930
230082,0,0,1,0,0,0,0,20240401,20300930
230106,1,1,1,1,1,0,0,20240613,20251223
230126,1,1,1,1,1,0,0,20240613,20251223
230127,1,1,1,1,0,0,1,20240101,20241231
230145,0,0,0,0,1,1,0,20240101,20241231
230147,0,0,0,0,1,1,0,20240101,20241231
230159,1,1,1,1,1,1,1,20240401,20300930
230161,1,1,1,1,1,0,0,20240401,20300930
230163,0,0,0,0,0,1,1,20240101,20280930
230175,1,1,1,1,1,1,1,20240401,20300930
230176,1,1,1,1,1,1,1,20240401,20300930
230237,1,1,1,1,1,0,0,20231204,20251223
230240,0,0,0,0,1,0,0,20240401,20300930
230255,1,1,1,1,1,0,0,20240427,20290630
230256,1,1,1,1,1,0,0,20240427,20290630
230257,1,1,1,1,1,0,0,20240427,20290630
230271,0,0,0,0,1,0,0,20231201,20280408
230276,1,1,1,1,0,1,1,20231201,20280408
230328,1,1,1,1,1,0,0,20240401,20290630
230330,1,1,1,1,1,1,0,20240401,20290630
230336,1,1,1,1,1,0,0,20231201,20300331
230337,1,1,1,1,1,0,0,20231201,20300331
230339,0,1,1,0,0,0,0,20240901,20250609
230340,1,0,0,1,1,0,0,20240901,20250609
230341,0,1,1,0,0,0,0,20240901,20250609
230342,1,0,0,1,1,0,0,20240901,20250609
230343,0,0,1,0,0,0,0,20231201,20300331
230344,1,0,0,1,1,0,0,20231201,20300331
230345,0,1,0,0,0,0,0,20231201,20300331
230346,0,0,1,0,0,0,0,20231201,20300331
230347,1,0,0,1,1,0,0,20231201,20300331
230348,0,1,0,0,0,0,0,20231201,20300331
230355,1,1,1,1,1,0,0,20240101,20280930
230362,1,1,1,1,1,0,0,20240401,20290630
230364,1,1,1,1,1,1,0,20240401,20290630
230377,1,1,1,1,1,0,0,20231201,20241231
230382,0,0,1,0,0,0,0,20231201,20241231
230384,1,1,0,1,1,0,0,20231201,20241231
230396,0,0,1,0,0,0,0,20231201,20241231
230405,1,1,1,1,1,0,0,20231201,20241231
230406,1,1,1,1,1,0,0,20231201,20241231
230448,0,0,0,0,0,1,1,20241028,20251223
230459,1,1,1,1,1,0,0,20240401,20290630
230480,1,1,1,1,1,1,1,20240401,20290630
230545,0,0,0,0,1,0,1,20231215,20271130
230569,1,1,1,1,1,0,0,20240401,20290630
230602,1,1,1,0,0,0,0,20240401,20300930
230603,1,1,1,1,1,0,0,20240401,20300930
230604,0,0,0,0,0,0,1,20240401,20300930
230605,1,1,1,1,1,0,0,20240401,20300930
230619,1,0,0,0,0,0,0,20240401,20290630
230620,0,1,1,1,1,0,0,20240401,20290630
230621,1,1,1,1,1,0,0,20240427,20290630
230628,1,1,1,1,1,0,0,20240401,20290630
230633,0,0,0,0,0,0,1,20231227,20260531
230634,0,0,0,0,0,0,1,20231227,20260531
230713,1,1,1,1,1,0,0,20231211,20300331
230714,1,1,1,1,1,0,0,20231211,20300331
230757,1,1,1,1,1,0,0,20240101,20300630
230807,0,0,0,0,1,0,0,20231227,20260531
230810,0,0,0,0,0,0,1,20231227,20260531
230816,0,0,0,0,0,0,1,20231227,20260531
230817,0,0,0,0,1,0,0,20231227,20260531
230858,1,1,1,1,0,0,0,20240108,20251223
230859,0,0,0,0,1,0,0,20240108,20251223
230860,0,0,0,0,0,1,0,20240701,20251223
230861,0,0,0,0,0,1,0,20240701,20251223
230862,0,0,0,0,0,0,1,20240701,20251223
230863,0,0,0,0,0,0,1,20240701,20251223
230864,0,0,0,0,0,1,0,20240701,20251223
230865,0,0,0,0,0,1,0,20240701,20251223
230866,0,0,0,0,0,0,1,20240701,20251223
230867,0,0,0,0,0,0,1,20240701,20251223
230957,0,0,0,0,0,0,1,20240701,20251223
230958,0,0,0,0,0,0,1,20240701,20251223
230959,0,0,0,0,0,0,1,20240701,20251223
230960,0,0,0,0,0,1,0,20240701,20251223
230961,0,0,0,0,0,1,0,20240701,20251223
230962,0,0,0,0,0,1,0,20240701,20251223
230970,1,1,1,1,1,0,0,20231218,20300331
230988,1,1,1,1,1,0,0,20231218,20300331
230989,1,1,1,1,1,0,0,20231218,20300331
230992,1,1,1,1,1,1,1,20230601,20260131
230993,1,1,1,1,1,1,1,20240101,20280930
230994,1,1,1,1,1,1,1,20240101,20280930
230999,1,1,1,1,1,1,1,20230601,20280531
231000,1,1,1,1,1,1,1,20240101,20250105
231001,1,1,1,1,1,1,1,20240101,20250105
231002,1,1,1,1,1,1,1,20240101,20250105
231003,1,1,1,1,1,1,1,20240101,20250105
231004,1,1,1,1,1,1,1,20240101,20250105
231005,1,1,1,1,1,1,1,20240101,20250105
231006,1,1,1,1,1,1,1,20240101,20280930
231008,0,0,0,1,1,1,1,20240901,20250531
231009,1,1,1,1,1,0,0,20240101,20241231
231010,1,1,1,1,1,0,0,20240101,20241231
231019,1,1,1,1,1,0,0,20240101,20280930
